gene_id	Phe-2B-Rep1_L1	Phe-2B-Rep1_L2	Phe-2B-Rep1_L3	Phe-2M-Rep1_L1	Phe-2M-Rep1_L2	Phe-2M-Rep1_L3	Phe-4B-Rep1_L1	Phe-4B-Rep1_L2	Phe-4B-Rep1_L3	Phe-4M-Rep1_L1	Phe-4M-Rep1_L2	Phe-4M-Rep1_L3
PH02Gene02171	36	113	66	71	45	26	67	53	71	132	64	88
PH02Gene02172	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02173	175	529	281	668	353	321	538	421	574	1121	519	644
PH02Gene02174	3338	9175	4486	7342	3922	3038	4343	3110	3752	4822	2191	2765
PH02Gene02175	13	21	27	23	24	14	63	32	54	63	19	32
PH02Gene02176	308	939	485	1372	722	611	2286	1656	2044	2060	980	1135
PH02Gene02177	185	512	239	408	216	156	233	184	234	238	120	126
PH02Gene02178	1	12	5	3	7	1	5	1	3	4	2	3
PH02Gene02179	35	102	51	50	40	30	36	18	29	59	26	35
PH02Gene02180	11	20	9	14	10	11	33	25	30	70	32	58
PH02Gene02181	62	137	80	125	61	39	155	112	99	213	82	113
PH02Gene02182	140	424	221	210	150	111	102	79	115	94	56	58
PH02Gene02183	0	1	1	7	1	2	10	7	12	4	0	3
PH02Gene02184	124	367	202	293	137	137	126	97	108	60	46	55
PH02Gene02185	0	0	0	0	0	0	1	0	0	0	0	0
PH02Gene02186	185	459	230	386	225	165	443	262	369	353	161	198
PH02Gene02187	112	304	141	268	124	109	259	178	224	712	274	393
PH02Gene02188	639	1794	870	1502	739	610	1036	794	956	1153	520	730
PH02Gene02189	48	102	56	89	53	34	9	28	47	22	9	10
PH02Gene02190	15	32	17	1	0	0	0	0	0	0	0	0
PH02Gene02191	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02192	4	15	6	11	5	6	9	9	13	14	2	8
PH02Gene02193	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02194	545	1676	881	1460	823	574	1115	820	949	810	335	458
PH02Gene02195	1	3	2	0	0	0	0	0	0	18	14	5
PH02Gene02196	1410	3896	1989	3194	1628	1355	2738	1918	2427	2190	967	1230
PH02Gene02197	191	546	252	478	268	242	392	263	358	772	296	429
PH02Gene02198	22	93	58	61	35	36	43	21	28	52	25	37
PH02Gene02199	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02200	760	1954	929	1526	939	618	1478	1051	1316	1254	456	595
PH02Gene02201	0	0	0	0	0	0	0	0	0	4	0	0
PH02Gene02202	258	805	383	991	533	407	686	482	561	1875	769	1007
PH02Gene02203	24	41	32	34	13	15	12	10	15	25	23	22
PH02Gene02204	42	145	43	66	31	47	35	27	33	16	12	6
PH02Gene02205	229	600	303	343	189	147	322	215	256	303	119	176
PH02Gene02206	1194	3070	1488	3139	1686	1294	1949	1401	1725	2277	1084	1423
PH02Gene02207	214	569	247	647	415	239	302	198	249	272	128	138
PH02Gene02208	0	12	2	7	4	6	2	3	2	18	3	7
PH02Gene02209	440	1139	563	785	382	369	680	442	540	1119	409	590
PH02Gene02210	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02211	3701	9821	4910	6516	3402	2765	2902	2045	2520	1649	670	858
PH02Gene02212	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02213	124	316	143	275	137	116	260	197	249	881	383	530
PH02Gene02214	24	69	37	49	29	28	45	27	35	20	7	20
PH02Gene02215	969	2772	1365	2151	1097	929	1154	852	1020	1160	503	614
PH02Gene02216	38	112	43	95	53	36	44	50	62	133	49	71
PH02Gene02217	1428	3782	1868	2136	1146	945	1547	1099	1325	990	437	576
PH02Gene02218	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02219	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02220	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02221	5	2	4	0	0	2	0	0	0	0	0	0
PH02Gene02222	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02223	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02224	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02225	482	1383	610	1138	588	460	778	555	614	1092	419	607
PH02Gene02226	941	2483	1297	2254	1222	1094	2196	1515	1833	3075	1299	1652
PH02Gene02227	0	0	0	0	0	0	0	2	0	0	0	1
PH02Gene02228	5412	13918	7202	10881	5747	4904	8074	5844	7112	6192	2804	3555
PH02Gene02229	444	1182	628	1070	586	431	576	432	470	1175	500	645
PH02Gene02230	1	3	2	7	2	2	7	3	5	0	2	2
PH02Gene02231	124	362	223	320	143	124	366	282	295	318	158	187
PH02Gene02232	7	6	4	1	0	0	0	0	0	0	0	0
PH02Gene02233	0	0	0	3	2	1	5	4	4	7	2	2
PH02Gene02234	13	17	20	317	141	115	363	245	375	550	223	282
PH02Gene02235	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02236	13	21	22	22	7	9	8	15	12	8	1	1
PH02Gene02237	5	9	6	3	4	2	20	12	17	40	17	18
PH02Gene02238	0	1	1	6	0	1	2	0	4	2	3	1
PH02Gene02239	213	471	273	341	175	152	196	160	157	126	48	82
PH02Gene02240	62	157	81	167	73	67	102	83	104	91	48	35
PH02Gene02241	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02242	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02243	239	573	302	701	366	306	516	364	475	1117	442	633
PH02Gene02244	36	85	72	73	39	28	39	21	31	29	13	11
PH02Gene02245	258	616	292	495	226	215	266	164	235	289	125	131
PH02Gene02246	40	149	60	92	49	25	50	41	40	29	13	22
PH02Gene02247	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02248	131	296	145	224	110	103	135	81	120	141	65	82
PH02Gene02249	21	74	28	78	50	36	32	27	31	37	15	13
PH02Gene02250	137	380	208	366	181	145	176	114	137	227	103	125
PH02Gene02251	2228	5697	2957	4302	2346	1818	4817	3392	4431	5578	2433	3176
PH02Gene02252	0	0	0	0	0	0	0	1	1	0	0	0
PH02Gene02253	38	117	52	89	85	50	129	82	86	113	50	58
PH02Gene02254	403	1026	491	507	276	249	348	237	340	256	115	144
PH02Gene02255	0	0	1	4	0	0	0	0	0	0	0	0
PH02Gene02256	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02257	0	4	2	3	0	0	2	0	0	0	0	0
PH02Gene02258	141	299	149	219	97	75	140	121	154	70	32	32
PH02Gene02259	4	11	7	6	6	2	1	1	1	9	6	0
PH02Gene02260	14	46	12	37	14	17	26	22	25	35	10	24
PH02Gene02261	3	15	9	11	2	1	2	3	3	0	0	0
PH02Gene02262	138	404	215	290	161	111	278	196	221	341	138	177
PH02Gene02263	16	51	35	34	21	9	51	49	55	98	44	58
PH02Gene02264	93	252	133	242	104	128	194	128	163	152	66	82
PH02Gene02265	883	2615	1251	2731	1454	1174	2698	2004	2424	6247	2693	3497
PH02Gene02266	432	1075	538	840	441	390	513	369	465	529	237	305
PH02Gene02267	326	828	417	401	196	156	77	35	81	107	36	57
PH02Gene02268	127	341	170	368	176	164	293	228	276	562	232	319
PH02Gene02269	11	36	10	2	1	0	0	0	0	0	0	0
PH02Gene02270	4736	12513	6311	8890	4715	3679	6283	4695	5604	5432	2275	3082
PH02Gene02271	694	1944	1001	1736	842	725	669	447	500	552	259	331
PH02Gene02272	1444	3854	1977	3705	1972	1540	1023	722	849	217	83	111
PH02Gene02273	0	0	0	3	0	0	10	11	9	15	0	8
PH02Gene02274	0	0	0	0	0	0	3	3	2	2	0	0
PH02Gene02275	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02276	227	568	292	504	262	202	314	227	252	401	162	257
PH02Gene02277	209	564	303	511	232	197	305	229	276	319	143	177
PH02Gene02278	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02279	638	1671	815	1229	705	547	1054	771	941	1127	502	651
PH02Gene02280	0	0	0	4	0	1	0	0	0	0	0	0
PH02Gene02281	2	8	8	4	4	2	14	14	6	15	10	5
PH02Gene02282	54	164	96	111	91	42	47	42	51	38	24	14
PH02Gene02283	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02284	16	38	23	27	24	14	26	18	13	17	5	15
PH02Gene02285	213	592	284	441	276	220	209	132	171	123	64	51
PH02Gene02286	80	232	150	257	125	103	116	81	117	187	74	91
PH02Gene02287	1	2	1	0	1	1	1	1	1	0	0	0
PH02Gene02288	437	1136	549	1288	740	550	1274	914	1182	2874	1321	1676
PH02Gene02289	2	0	1	0	0	0	0	0	0	1	1	3
PH02Gene02290	25	66	38	61	28	19	17	14	20	4	4	2
PH02Gene02291	2	8	1	16	10	7	22	12	30	75	30	36
PH02Gene02292	33	80	26	116	78	48	243	164	209	216	85	128
PH02Gene02293	23	41	21	25	27	27	21	7	12	15	9	7
PH02Gene02294	43	134	66	70	41	14	36	20	30	67	26	20
PH02Gene02295	438	1300	603	1010	499	451	383	292	341	319	125	144
PH02Gene02296	50	124	85	94	43	32	26	34	29	44	11	9
PH02Gene02297	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02298	417	1073	563	893	465	370	369	292	314	237	131	133
PH02Gene02299	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02300	98	277	125	177	75	63	41	38	31	9	5	6
PH02Gene02301	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02302	714	1966	1059	1597	876	729	1376	944	1219	2003	901	1159
PH02Gene02303	55	155	79	87	63	43	103	58	75	237	107	148
PH02Gene02304	120	300	135	205	122	83	143	89	126	116	56	70
PH02Gene02305	27	73	32	77	31	35	38	33	27	62	21	33
PH02Gene02306	0	0	0	0	2	0	0	0	0	0	0	0
PH02Gene02307	237	835	423	499	262	220	141	76	102	35	9	24
PH02Gene02308	4	13	4	4	0	3	5	2	3	0	0	0
PH02Gene02309	0	3	1	1	5	8	1	0	0	0	0	0
PH02Gene02310	6	33	20	18	6	5	24	16	20	10	4	7
PH02Gene02311	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02312	0	8	1	0	1	0	0	0	0	0	0	0
PH02Gene02313	0	0	0	1	2	0	0	0	2	7	0	2
PH02Gene02314	7	13	8	25	14	9	119	69	92	219	93	102
PH02Gene02315	208	545	268	461	221	196	103	78	85	465	201	236
PH02Gene02316	22	100	38	86	43	32	134	114	130	288	144	177
PH02Gene02317	492	1467	683	1184	619	513	949	657	816	1905	790	974
PH02Gene02318	20	48	17	35	9	9	19	12	10	25	11	10
PH02Gene02319	76	203	118	309	129	123	88	64	74	205	126	144
PH02Gene02320	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02321	67	189	96	132	92	67	139	84	104	152	70	98
PH02Gene02322	17	36	15	48	18	8	9	8	10	11	4	8
PH02Gene02323	7	17	4	4	5	4	2	2	7	7	2	5
PH02Gene02324	90	275	150	222	141	138	147	125	142	164	70	89
PH02Gene02325	89	273	151	250	118	108	205	142	144	185	83	97
PH02Gene02326	3	8	5	13	7	2	7	5	3	3	1	0
PH02Gene02327	694	1954	893	2164	1167	886	1693	1291	1548	2008	894	1132
PH02Gene02328	33	74	32	80	33	27	27	27	27	57	23	22
PH02Gene02329	18	36	18	33	21	28	33	33	26	33	13	11
PH02Gene02330	274	719	330	1081	549	458	481	314	464	957	437	528
PH02Gene02331	16	31	25	13	5	11	4	3	9	5	0	1
PH02Gene02332	331	758	418	804	384	359	837	565	699	1106	518	652
PH02Gene02333	14	61	18	26	18	13	32	18	35	72	39	42
PH02Gene02334	2	4	0	7	0	2	0	1	0	6	0	3
PH02Gene02335	1	4	0	5	2	5	3	6	4	11	3	2
PH02Gene02336	66	181	97	118	52	55	120	94	120	139	56	72
PH02Gene02337	0	0	0	3	3	2	7	9	5	2	3	2
PH02Gene02338	2	10	5	8	2	9	5	0	10	2	0	5
PH02Gene02339	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02340	27	100	34	81	31	29	33	33	34	82	21	34
PH02Gene02341	17	42	25	16	19	15	14	3	11	20	2	8
PH02Gene02342	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02344	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02345	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02346	45	165	65	152	68	57	104	77	68	169	89	91
PH02Gene02347	65	179	108	154	85	80	93	68	111	49	24	26
PH02Gene02348	60	138	71	187	118	73	213	168	198	219	108	150
PH02Gene02349	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02350	88	248	134	428	222	172	310	253	287	180	99	106
PH02Gene02351	14	54	14	30	17	12	17	21	19	11	3	7
PH02Gene02352	1415	3784	1870	3181	1603	1483	915	665	794	215	81	112
PH02Gene02353	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02354	85	249	149	321	154	125	344	287	355	1334	590	747
PH02Gene02355	413	1153	579	1071	529	451	687	514	640	1075	468	640
PH02Gene02356	0	0	0	2	0	1	2	1	1	0	0	0
PH02Gene02357	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02358	3	6	3	5	2	1	2	0	2	104	44	70
PH02Gene02359	121	372	159	237	157	121	246	170	188	344	181	207
PH02Gene02360	0	0	0	2	0	0	0	0	0	0	0	0
PH02Gene02361	210	539	262	457	278	218	244	176	222	176	90	130
PH02Gene02362	536	1393	695	1165	543	480	660	457	602	1010	407	509
PH02Gene02363	115	254	101	163	108	62	112	107	125	131	61	80
PH02Gene02364	1259	3534	1809	3738	1972	1497	3436	2625	3229	4951	2073	2691
PH02Gene02365	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02366	497	1351	623	1483	774	640	3046	2192	2696	2631	1124	1475
PH02Gene02367	54	131	75	183	89	85	130	84	115	130	66	91
PH02Gene02368	63	130	65	178	105	76	289	220	281	1222	538	712
PH02Gene02369	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02370	1072	2745	1333	2268	1211	935	947	735	901	197	121	113
PH02Gene02371	2928	7955	3980	7981	4178	3356	7570	5416	6363	9679	4119	5218
PH02Gene02372	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02373	18	19	32	41	24	11	10	10	11	34	5	16
PH02Gene02374	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02375	233	619	306	482	259	209	449	303	398	489	182	287
PH02Gene02376	46	140	81	134	57	50	103	67	69	190	79	79
PH02Gene02377	0	0	0	0	0	0	1	0	3	0	0	0
PH02Gene02378	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02379	104	268	109	334	191	151	180	139	192	321	167	211
PH02Gene02380	0	0	0	2	2	0	0	0	0	6	1	5
PH02Gene02381	8	22	14	42	27	18	9	10	3	9	2	4
PH02Gene02382	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02383	4737	12671	6278	10372	5389	4500	7157	5284	6547	8493	3714	4701
PH02Gene02384	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02385	957	2507	1204	2101	986	838	1285	854	1069	948	394	546
PH02Gene02386	754	2026	952	1892	976	695	923	654	723	996	438	547
PH02Gene02387	0	0	0	0	0	2	0	0	0	0	3	0
PH02Gene02388	3	2	2	15	11	3	11	9	11	20	12	11
PH02Gene02389	0	4	0	0	0	1	0	0	1	0	0	0
PH02Gene02390	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02391	54	146	81	131	81	46	104	77	92	83	44	70
PH02Gene02392	1	10	1	2	0	1	5	4	4	27	6	18
PH02Gene02393	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02394	41	85	38	96	65	39	82	35	41	112	45	48
PH02Gene02395	501	1371	696	1289	635	525	973	710	829	1189	509	709
PH02Gene02396	3776	10017	5232	6971	3696	3003	5628	4225	5245	5226	2313	2991
PH02Gene02397	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02398	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02399	8	26	12	28	14	18	19	12	15	16	1	13
PH02Gene02400	0	0	0	0	0	0	0	0	0	0	4	0
PH02Gene02401	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02402	25	94	55	100	55	39	90	50	71	96	52	59
PH02Gene02403	4907	13054	6636	11718	6135	4966	10650	7640	9191	16028	6779	8913
PH02Gene02404	0	3	5	2	1	1	3	2	6	18	10	9
PH02Gene02405	118	301	178	286	157	136	256	186	261	290	109	160
PH02Gene02406	8	38	19	21	11	11	2	1	5	10	0	4
PH02Gene02407	5	26	10	22	4	8	15	4	16	41	15	15
PH02Gene02408	11	16	8	18	25	4	19	11	17	72	38	48
PH02Gene02409	1609	4322	2163	3819	1912	1582	2289	1635	1999	2126	991	1211
PH02Gene02410	147	365	223	310	136	142	179	128	148	188	75	118
PH02Gene02411	0	0	0	0	0	0	9	5	0	0	0	0
PH02Gene02412	262	774	366	679	342	301	354	272	348	451	184	251
PH02Gene02413	1	3	2	15	5	4	17	15	11	22	8	10
PH02Gene02414	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02415	125	263	161	316	163	131	170	123	145	177	69	86
PH02Gene02416	0	0	0	0	0	0	0	0	0	0	1	0
PH02Gene02417	21	40	21	21	11	9	4	2	4	1	2	0
PH02Gene02418	8899	23586	11805	12362	6435	5326	8359	6055	7549	5346	2427	3116
PH02Gene02419	3	0	1	1	0	0	0	0	0	4	0	0
PH02Gene02420	0	1	0	0	0	0	5	3	11	60	30	55
PH02Gene02421	1168	3229	1611	2649	1324	1172	1122	818	1014	888	368	474
PH02Gene02422	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02423	0	0	0	0	0	0	6	0	1	0	0	2
PH02Gene02424	5	7	3	8	1	7	4	3	4	14	4	4
PH02Gene02425	75	106	83	101	27	33	43	27	34	19	6	8
PH02Gene02426	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02427	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02428	326	851	434	648	329	259	265	194	259	185	95	110
PH02Gene02429	699	1892	948	1090	560	448	239	169	244	32	9	23
PH02Gene02430	66	194	117	189	104	75	216	178	213	301	139	179
PH02Gene02431	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02432	152	509	222	353	206	174	241	170	208	274	137	193
PH02Gene02433	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02434	15	45	35	60	15	19	12	10	9	18	3	10
PH02Gene02435	57	161	61	141	81	46	222	135	199	527	228	323
PH02Gene02436	65	186	83	154	99	48	89	87	107	107	46	37
PH02Gene02437	47	137	70	127	85	52	50	54	76	63	25	37
PH02Gene02438	597	1502	742	3358	1822	1336	3918	2821	3237	14191	6055	7657
PH02Gene02439	4	10	5	20	9	11	38	27	20	39	19	17
PH02Gene02440	25	68	25	69	27	30	98	64	83	672	322	379
PH02Gene02441	321	884	438	1027	496	439	1363	949	1150	4111	1885	2339
PH02Gene02442	12	53	22	53	29	29	72	63	60	920	382	505
PH02Gene02443	14	56	27	41	29	8	10	7	11	24	14	8
PH02Gene02444	56	177	76	194	88	80	160	123	148	297	137	191
PH02Gene02445	23	54	33	32	10	18	19	12	19	129	52	73
PH02Gene02446	8	30	16	5	4	3	12	3	8	2	2	1
PH02Gene02447	402	1043	593	718	411	330	417	309	373	387	156	223
PH02Gene02448	147	353	159	377	213	155	499	367	444	1460	636	820
PH02Gene02449	4	14	4	44	13	16	87	66	97	46	20	22
PH02Gene02450	9	15	7	17	10	5	57	47	36	28	8	12
PH02Gene02451	0	0	0	0	0	0	0	0	0	1	1	2
PH02Gene02452	247	624	286	591	340	252	462	337	418	327	163	204
PH02Gene02453	592	1676	756	1379	724	566	1015	800	886	1211	509	712
PH02Gene02454	1077	3025	1390	2608	1387	1105	1725	1334	1614	2011	858	1145
PH02Gene02455	731	2009	988	1723	1024	764	660	453	544	760	319	393
PH02Gene02456	573	1485	766	1240	607	492	837	574	711	640	240	370
PH02Gene02457	133	309	160	325	198	128	199	134	156	211	93	102
PH02Gene02458	7	33	18	37	31	21	55	44	56	42	11	26
PH02Gene02459	2	3	3	3	0	1	6	0	4	55	25	52
PH02Gene02460	154	387	187	390	179	170	202	164	202	218	102	138
PH02Gene02461	439	1194	582	828	433	291	572	452	478	419	191	237
PH02Gene02462	15	42	15	15	11	10	3	4	3	0	4	0
PH02Gene02463	0	0	0	0	0	2	0	0	0	1	0	0
PH02Gene02464	1	4	3	12	4	7	28	15	29	39	11	28
PH02Gene02465	347	825	471	758	372	325	260	188	253	268	124	149
PH02Gene02466	126	425	169	306	183	153	172	120	131	138	50	68
PH02Gene02467	1053	2759	1400	1955	1074	867	866	596	723	476	236	257
PH02Gene02468	303	742	401	590	299	253	878	639	778	586	259	289
PH02Gene02469	479	1416	662	1419	751	644	535	417	529	387	172	222
PH02Gene02470	192	535	259	378	205	174	171	120	151	127	52	68
PH02Gene02471	529	1325	619	1096	585	417	541	311	403	369	173	244
PH02Gene02472	142	420	183	404	240	186	384	278	283	704	359	376
PH02Gene02473	1289	3637	1910	3039	1651	1285	1766	1166	1549	1598	674	972
PH02Gene02474	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02475	850	2248	1167	2003	1083	811	1165	832	1058	1039	492	636
PH02Gene02476	123	345	174	330	191	112	222	171	176	265	112	178
PH02Gene02477	506	1474	677	1085	621	455	362	260	351	202	76	115
PH02Gene02478	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02479	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02480	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02481	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02482	0	1	0	4	0	2	0	0	0	0	2	3
PH02Gene02484	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02485	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02486	0	0	0	0	0	0	0	1	1	0	0	0
PH02Gene02487	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02488	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02489	14	23	13	8	5	6	6	3	7	3	2	2
PH02Gene02490	67	185	110	131	73	47	102	52	52	39	19	19
PH02Gene02491	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02492	158	371	221	425	249	189	391	230	292	378	154	270
PH02Gene02493	1162	3288	1546	2504	1647	1220	2298	1582	1948	2245	965	1060
PH02Gene02494	11	12	6	5	4	3	29	13	23	1	0	0
PH02Gene02495	0	0	0	0	0	0	5	0	1	3	0	4
PH02Gene02496	238	616	328	458	224	190	205	141	203	219	89	103
PH02Gene02497	17	60	22	43	44	42	40	17	23	91	35	67
PH02Gene02498	9	74	17	56	23	24	38	37	25	22	7	8
PH02Gene02499	266	796	369	658	361	290	318	242	305	340	149	194
PH02Gene02500	166	462	225	506	218	211	320	224	246	392	188	219
PH02Gene02501	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02502	33	40	41	55	35	22	102	70	90	61	39	44
PH02Gene02503	2	16	4	7	3	5	2	0	0	0	0	0
PH02Gene02504	170	463	230	302	153	123	81	77	78	24	8	17
PH02Gene02505	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02506	234	621	343	595	314	215	279	215	294	460	193	268
PH02Gene02507	41	140	69	145	57	63	79	47	72	94	40	55
PH02Gene02508	1251	3723	1804	2940	1534	1272	2017	1542	1827	2138	934	1184
PH02Gene02509	0	2	4	1	1	1	0	0	0	0	2	0
PH02Gene02510	323	878	413	650	357	299	483	337	375	429	231	219
PH02Gene02511	11	17	8	19	13	10	7	9	11	5	3	4
PH02Gene02512	6	13	9	11	4	6	15	13	9	20	8	12
PH02Gene02513	0	0	0	3	0	0	10	15	9	37	12	15
PH02Gene02514	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02515	702	1958	949	1368	751	604	1125	812	1023	1347	585	760
PH02Gene02516	11	29	20	15	16	6	18	20	15	18	8	11
PH02Gene02517	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02518	3194	8779	4386	8785	4526	3771	6694	5197	6357	9989	4201	5369
PH02Gene02519	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02520	0	0	0	0	0	1	0	1	0	0	0	0
PH02Gene02521	1	1	3	1	0	1	8	5	5	62	35	25
PH02Gene02522	19	35	17	30	13	13	9	12	10	20	9	12
PH02Gene02523	724	1818	899	1573	891	692	988	699	862	1110	516	634
PH02Gene02524	814	2241	1154	1749	882	697	1320	1035	1290	1110	552	626
PH02Gene02525	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02526	37	71	31	90	42	37	115	61	88	199	78	86
PH02Gene02527	809	2098	1016	1576	890	623	1033	735	966	1302	549	778
PH02Gene02528	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02529	64	214	101	165	67	64	101	89	101	143	43	77
PH02Gene02530	0	1	2	0	2	0	0	0	0	0	0	0
PH02Gene02531	5	15	6	34	23	12	113	95	108	839	369	434
PH02Gene02532	0	4	0	0	1	0	0	0	0	0	0	0
PH02Gene02533	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02534	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02535	0	1	1	24	10	15	592	402	502	133	62	72
PH02Gene02536	99	250	154	223	110	80	166	143	169	278	119	165
PH02Gene02537	91	186	104	235	119	109	166	127	139	179	58	90
PH02Gene02538	38	74	32	140	61	53	535	358	416	182	82	108
PH02Gene02539	483	1341	594	975	509	412	1302	936	1045	663	310	351
PH02Gene02540	0	1	0	2	2	2	7	8	9	1	0	1
PH02Gene02541	119	361	177	255	125	125	101	79	88	93	44	47
PH02Gene02542	14	58	22	21	12	8	75	43	68	46	13	27
PH02Gene02543	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02544	7	45	17	102	56	40	174	121	132	238	109	154
PH02Gene02545	125	392	186	330	149	142	84	67	117	671	303	414
PH02Gene02546	935	2797	1263	2522	1342	989	1274	943	1086	1436	649	785
PH02Gene02547	0	0	0	0	0	0	3	1	1	0	0	0
PH02Gene02548	767	2089	1006	1580	894	666	1211	907	1089	1250	535	663
PH02Gene02549	0	0	0	0	1	0	4	0	0	0	0	0
PH02Gene02550	478	1361	667	896	486	366	719	452	627	614	255	332
PH02Gene02551	760	2097	1027	1984	1061	835	1025	697	856	1592	694	925
PH02Gene02552	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02553	0	0	0	0	0	0	3	0	4	3	0	2
PH02Gene02554	97	213	142	219	112	90	355	275	282	429	175	238
PH02Gene02555	556	1478	752	1381	784	608	1041	750	932	1554	732	922
PH02Gene02556	2643	7196	3554	4151	2245	1730	2722	2086	2466	2052	907	1150
PH02Gene02557	0	1	0	0	0	0	0	0	0	2	0	1
PH02Gene02558	191	543	245	386	225	165	102	83	78	15	16	14
PH02Gene02559	713	2040	970	1778	938	730	1087	910	974	1093	496	579
PH02Gene02560	175	487	226	418	227	161	274	177	291	319	148	126
PH02Gene02561	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02562	863	2434	1212	2320	1312	925	7836	5606	6593	40794	17632	22566
PH02Gene02563	12	45	5	22	20	20	17	12	12	151	51	53
PH02Gene02564	1541	4129	2039	3742	1889	1511	3198	2428	3037	6420	2854	3532
PH02Gene02565	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02566	41	147	94	114	55	55	88	54	49	65	40	53
PH02Gene02567	384	1091	555	1230	683	544	2439	1704	2132	1032	494	561
PH02Gene02568	1	2	0	0	0	0	0	0	0	0	0	0
PH02Gene02569	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene02570	336	843	399	741	323	299	500	336	397	321	143	183
PH02Gene02571	445	1206	652	840	445	359	437	302	336	359	150	196
PH02Gene02572	191	552	228	419	180	181	332	255	265	348	162	208
PH02Gene02573	273	818	375	715	414	329	567	394	456	706	302	393
PH02Gene02574	1069	2764	1540	1624	831	609	2132	1496	1928	3466	1612	2053
